Date,Open,High,Low,Close,Volume,Dividends,Stock splits,Capital gains
2025-09-09,647.1756962960839,649.0604854255209,645.4305347021028,648.531982421875,66133900,0.0,0.0,0.0
2025-09-10,651.8128741836446,652.7402956265305,648.8311506393708,650.4067993164062,78034500,0.0,0.0,0.0
2025-09-11,652.3713547945198,656.5099054682547,651.7830200765693,655.8118286132812,69934400,0.0,0.0,0.0
2025-09-12,655.7818843611192,657.2877193463212,655.0838683704039,655.5924072265625,72780100,0.0,0.0,0.0
2025-09-15,657.8162552961535,659.2123480846643,657.5170969033588,659.0827026367188,63772400,0.0,0.0,0.0
2025-09-16,659.6411384615709,659.9503398052897,657.3874380375795,658.1752319335938,61169000,0.0,0.0,0.0
2025-09-17,658.1852662695255,659.8904996422112,652.4910309141978,657.3575439453125,101952200,0.0,0.0,0.0
2025-09-18,660.0600439458431,663.0517496492283,658.4445277353276,660.4290161132812,90459200,0.0,0.0,0.0
2025-09-19,662.3300170898438,664.5499877929688,660.3699951171875,663.7000122070312,97945600,1.831,0.0,0.0
2025-09-22,662.2000122070312,667.2899780273438,662.1699829101562,666.8400268554688,69452200,0.0,0.0,0.0
2025-09-23,666.719970703125,667.3400268554688,661.97998046875,663.2100219726562,81708900,0.0,0.0,0.0
2025-09-24,664.510009765625,664.6099853515625,659.6699829101562,661.0999755859375,68082200,0.0,0.0,0.0
2025-09-25,657.9400024414062,659.4099731445312,654.4099731445312,658.0499877929688,89622100,0.0,0.0,0.0
2025-09-26,659.510009765625,662.3699951171875,657.8800048828125,661.8200073242188,69179200,0.0,0.0,0.0
2025-09-29,664.3599853515625,665.280029296875,661.8599853515625,663.6799926757812,73499000,0.0,0.0,0.0
2025-09-30,662.9299926757812,666.6500244140625,661.6099853515625,666.1799926757812,86288000,0.0,0.0,0.0
2025-10-01,663.1699829101562,669.3699951171875,663.0599975585938,668.4500122070312,72545400,0.0,0.0,0.0
2025-10-02,670.4500122070312,670.5700073242188,666.780029296875,669.219970703125,56896000,0.0,0.0,0.0
2025-10-03,669.989990234375,672.6799926757812,668.1599731445312,669.2100219726562,70494400,0.0,0.0,0.0
2025-10-06,671.6199951171875,672.510009765625,669.4600219726562,671.6099853515625,54623300,0.0,0.0,0.0
2025-10-07,672.5399780273438,672.989990234375,667.6699829101562,669.1199951171875,72020100,0.0,0.0,0.0
2025-10-08,670.25,673.2100219726562,669.4199829101562,673.1099853515625,60702200,0.0,0.0,0.0
2025-10-09,673.530029296875,673.9400024414062,669.2100219726562,671.1599731445312,66501900,0.0,0.0,0.0
2025-10-10,672.1300048828125,673.9500122070312,652.8400268554688,653.02001953125,159422600,0.0,0.0,0.0
2025-10-13,660.6500244140625,665.1300048828125,659.77001953125,663.0399780273438,79560500,0.0,0.0,0.0
2025-10-14,657.1699829101562,665.8300170898438,653.1699829101562,662.22998046875,88779600,0.0,0.0,0.0
2025-10-15,666.8200073242188,670.22998046875,658.9299926757812,665.1699829101562,81702600,0.0,0.0,0.0
2025-10-16,666.8200073242188,668.7100219726562,657.1099853515625,660.6400146484375,110563300,0.0,0.0,0.0
2025-10-17,659.5,665.760009765625,658.1400146484375,664.3900146484375,96500900,0.0,0.0,0.0
2025-10-20,667.3200073242188,672.2100219726562,667.27001953125,671.2999877929688,60493400,0.0,0.0,0.0
2025-10-21,671.4400024414062,672.989990234375,669.97998046875,671.2899780273438,56249000,0.0,0.0,0.0
2025-10-22,672.0,672.0,663.2999877929688,667.7999877929688,80564000,0.0,0.0,0.0
2025-10-23,668.1199951171875,672.7100219726562,667.7999877929688,671.760009765625,65604500,0.0,0.0,0.0
2025-10-24,676.4600219726562,678.469970703125,675.6500244140625,677.25,74356500,0.0,0.0,0.0
2025-10-27,682.72998046875,685.5399780273438,682.1199951171875,685.239990234375,63339800,0.0,0.0,0.0
2025-10-28,687.0499877929688,688.9099731445312,684.8300170898438,687.0599975585938,61738100,0.0,0.0,0.0
2025-10-29,688.719970703125,689.7000122070312,682.8699951171875,687.3900146484375,85657100,0.0,0.0,0.0
2025-10-30,683.9000244140625,685.9400024414062,679.8300170898438,679.8300170898438,76335800,0.0,0.0,0.0
2025-10-31,685.0399780273438,685.0800170898438,679.239990234375,682.0599975585938,87164100,0.0,0.0,0.0
